Sortie,Spot,Bildnr,Datum,MASSTAB,QU,Acc,Form,Abd,LBDB,Quelle,x,y,Radius_Bild,EPSG-Code,flughohe
15SG-1210,Jaric,5002,02/17/1945,"50,000",1,1,23,100,Nein,Plot,78364,164140,5500,31255,25000
15SG-1210,Jaric,5003,02/17/1945,"50,000",1,1,23,100,Nein,Plot,76050,164082,5500,31255,25000
15SG-1210,Jaric,5004,02/17/1945,"50,000",1,1,23,100,Nein,Plot,73795,163466,5500,31255,25000
15SG-1225,Jaric,3105,02/20/1945,"12,500",1,1,23,42,Nein,Plot,74995,163809,1375,31255,23000
15SG-1225,Jaric,3106,02/20/1945,"12,500",1,1,23,46,Nein,Plot,73976,163945,1375,31255,23000
15SG-1225,Jaric,3138,02/20/1945,"12,500",1,1,23,65,Nein,Plot,75567,165571,1375,31255,23000
15SG-1225,Jaric,3139,02/20/1945,"12,500",1,1,23,53,Nein,Plot,75518,164376,1375,31255,23000
15SG-1225,Jaric,4105,02/20/1945,"12,500",1,1,23,57,Nein,Plot,75427,166134,1375,31255,23000
15SG-1225,Jaric,4106,02/20/1945,"12,500",1,1,23,63,Nein,Plot,74419,166350,1375,31255,23000
15SG-1225,Jaric,4107,02/20/1945,"12,500",1,1,23,33,Nein,Plot,73393,166501,1375,31255,23000
15SG-1225,Jaric,4138,02/20/1945,"12,500",1,1,23,50,Nein,Plot,73234,165558,1375,31255,23000
15SG-1225,Jaric,4139,02/20/1945,"12,500",1,1,23,35,Nein,Plot,73163,164353,1375,31255,23000
15SG-1225,Jaric,5025,02/20/1945,"46,000",1,1,23,69,Nein,Plot,78719,163153,5060,31255,23000
15SG-1225,Jaric,5026,02/20/1945,"46,000",1,1,23,100,Nein,Plot,75203,165628,5060,31255,23000
15SG-1225,Jaric,5027,02/20/1945,"46,000",1,1,23,100,Nein,Plot,71145,166341,5060,31255,23000
15SG-1225,Jaric,5029,02/20/1945,"46,000",1,1,23,86,Nein,Plot,73055,169322,5060,31255,23000
15SG-1225,Jaric,5030,02/20/1945,"46,000",1,1,23,59,Nein,Plot,76611,169679,5060,31255,23000
15SG-1225,Jaric,5034,02/20/1945,"46,000",1,1,23,100,Nein,Plot,74754,166319,5060,31255,23000
15SG-1225,Jaric,5035,02/20/1945,"46,000",1,1,23,100,Nein,Plot,74121,161481,5060,31255,23000
683-0980,Jaric,3207,02/20/1945,"8,000",1,1,21,40,Nein,Plot,75111,166185,880,31255,24000
683-0980,Jaric,3208,02/20/1945,"8,000",1,1,21,71,Nein,Plot,74892,165570,880,31255,24000
683-0980,Jaric,3209,02/20/1945,"8,000",1,1,21,77,Nein,Plot,74673,164956,880,31255,24000
683-0980,Jaric,3210,02/20/1945,"8,000",1,1,21,46,Nein,Plot,74583,164309,880,31255,24000
683-0980,Jaric,3229,02/20/1945,"8,000",1,1,21,30,Nein,Plot,73427,164687,880,31255,24000
683-0980,Jaric,3230,02/20/1945,"8,000",1,1,21,52,Nein,Plot,73886,164773,880,31255,24000
683-0980,Jaric,3231,02/20/1945,"8,000",1,1,21,71,Nein,Plot,74346,164859,880,31255,24000
683-0980,Jaric,3232,02/20/1945,"8,000",1,1,21,74,Nein,Plot,74803,164956,880,31255,24000
683-0980,Jaric,3233,02/20/1945,"8,000",1,1,21,57,Nein,Plot,75258,165063,880,31255,24000
683-0980,Jaric,3234,02/20/1945,"8,000",1,1,21,36,Nein,Plot,75713,165169,880,31255,24000
683-0980,Jaric,4207,02/20/1945,"8,000",1,1,21,39,Nein,Plot,74121,166250,880,31255,24000
683-0980,Jaric,4208,02/20/1945,"8,000",1,1,21,59,Nein,Plot,73968,165621,880,31255,24000
683-0980,Jaric,4209,02/20/1945,"8,000",1,1,21,54,Nein,Plot,73814,164992,880,31255,24000
683-0980,Jaric,4210,02/20/1945,"8,000",1,1,21,31,Nein,Plot,73687,164357,880,31255,24000
683-0980,Jaric,4232,02/20/1945,"8,000",1,1,21,37,Nein,Plot,74748,164157,880,31255,24000
683-0980,Jaric,4233,02/20/1945,"8,000",1,1,21,36,Nein,Plot,75221,164315,880,31255,24000
683-0980,Jaric,4241,02/20/1945,"8,000",1,1,21,32,Nein,Plot,75693,164783,880,31255,24000
683-0980,Jaric,4242,02/20/1945,"8,000",1,1,21,32,Nein,Plot,75363,164343,880,31255,24000
15SG-1232,Jaric,3015,02/22/1945,"10,000",2,1,23,37,Nein,Plot,73226,165015,1100,31255,21000
15SG-1232,Jaric,3016,02/22/1945,"10,000",2,1,23,74,Nein,Plot,74139,164827,1100,31255,21000
15SG-1232,Jaric,3017,02/22/1945,"10,000",2,1,23,65,Nein,Plot,75054,164637,1100,31255,21000
15SG-1232,Jaric,5014,02/22/1945,"41,000",2,1,23,100,Nein,Plot,71378,164484,4510,31255,21000
15SG-1232,Jaric,5015,02/22/1945,"41,000",2,1,23,100,Nein,Plot,74188,165192,4510,31255,21000
15SG-1232,Jaric,5016,02/22/1945,"41,000",2,1,23,100,Nein,Plot,76999,165900,4510,31255,21000
37-0067,ACIU,5025,02/22/1945,"40,000",2,,,100,Ja,BM,76478,166264,4400,31255,20000
37-0067,ACIU,5026,02/22/1945,"40,000",2,,,100,Ja,BM,76739,165811,4400,31255,20000
37-0067,ACIU,5027,02/22/1945,"40,000",2,,,100,Ja,BM,76701,165370,4400,31255,20000
37-0067,ACIU,5028,02/22/1945,"40,000",2,,,100,Ja,BM,76627,164686,4400,31255,20000
680-0145,Jaric,4100,02/22/1945,"10,700",2,1,21,39,Nein,Plot,74426,166634,1177,31255,32000
680-0145,Jaric,4101,02/22/1945,"10,700",2,1,21,62,Nein,Plot,74693,166182,1177,31255,32000
680-0145,Jaric,4102,02/22/1945,"10,700",2,1,21,74,Nein,Plot,75018,165769,1177,31255,32000
680-0145,Jaric,4103,02/22/1945,"10,700",2,1,21,69,Nein,Plot,75343,165355,1177,31255,32000
680-0145,Jaric,4104,02/22/1945,"10,700",2,1,21,51,Nein,Plot,75668,164942,1177,31255,32000
680-0145,Jaric,4113,02/22/1945,"10,700",2,1,21,59,Nein,Plot,75335,164639,1177,31255,32000
680-0145,Jaric,4114,02/22/1945,"10,700",2,1,21,86,Nein,Plot,74693,164824,1177,31255,32000
680-0145,Jaric,4115,02/22/1945,"10,700",2,1,21,80,Nein,Plot,74050,165008,1177,31255,32000
680-0145,Jaric,4116,02/22/1945,"10,700",2,1,21,51,Nein,Plot,73409,165193,1177,31255,32000
680-0145,Jaric,7014,02/22/1945,"64,000",2,1,23,100,Nein,Plot,73474,169070,7040,31255,32000
680-0145,Jaric,7015,02/22/1945,"64,000",2,1,23,100,Nein,Plot,78681,161584,7040,31255,32000
680-0145,Jaric,7017,02/22/1945,"64,000",2,1,23,100,Nein,Plot,71179,164632,7040,31255,32000
32-0805,Jaric,5001,02/24/1945,"48,000",1,1,23,100,Nein,Plot,72010,163111,5280,31255,24000
32-0805,Jaric,5002,02/24/1945,"48,000",1,1,23,38,Nein,Plot,79541,162896,5280,31255,24000
32-0805,Jaric,5003,02/24/1945,"48,000",1,1,23,92,Nein,Plot,76262,161169,5280,31255,24000
32-0805,Jaric,5004,02/24/1945,"48,000",1,1,23,100,Nein,Plot,75756,163537,5280,31255,24000
32-0805,Jaric,5005,02/24/1945,"48,000",1,1,23,100,Nein,Plot,75249,165903,5280,31255,24000
5PRS-0319,ACIU,3076,02/28/1945,"12,250",1,1,23,49,Nein,Plot,73474,164438,1347.5,31255,25000
5PRS-0319,ACIU,3077,02/28/1945,"12,250",1,1,23,68,Nein,Plot,74608,164284,1347.5,31255,25000
5PRS-0319,ACIU,3078,02/28/1945,"12,250",1,1,23,35,Nein,Plot,75742,164129,1347.5,31255,25000
682-0957,Jaric,4073,02/28/1945,"8,000",1,1,21,57,Nein,Plot,74779,164571,880,31255,23000
682-0957,Jaric,4074,02/28/1945,"8,000",1,1,21,58,Nein,Plot,74337,164587,880,31255,23000
682-0957,Jaric,4075,02/28/1945,"8,000",1,1,21,47,Nein,Plot,73895,164604,880,31255,23000
682-0957,Jaric,4076,02/28/1945,"8,000",1,1,21,30,Nein,Plot,73453,164620,880,31255,23000
682-0958,Jaric,4077,02/28/1945,"15,000",2,1,21,76,Nein,Plot,75207,166161,1650,31255,25000
682-0958,Jaric,4078,02/28/1945,"15,000",2,1,21,100,Nein,Plot,74269,165056,1650,31255,25000
37-0106,Jaric,3010,03/01/1945,"12,000",1,1,23,43,Nein,Plot,74288,163838,1320,31255,24000
37-0106,Jaric,3011,03/01/1945,"12,000",1,1,23,100,Nein,Plot,74432,165108,1320,31255,24000
37-0106,Jaric,3012,03/01/1945,"12,000",1,1,23,60,Nein,Plot,74575,166378,1320,31255,24000
37-0106,Jaric,5003,03/01/1945,"48,000",1,1,23,100,Nein,Plot,75176,161209,5280,31255,24000
37-0106,Jaric,5004,03/01/1945,"48,000",1,1,23,100,Nein,Plot,75362,165118,5280,31255,24000
37-0106,Jaric,5005,03/01/1945,"48,000",1,1,23,100,Nein,Plot,75548,169027,5280,31255,24000
682-0966,Jaric,3037,03/03/1945,"12,000",3,,,45,Ja,BM,75224,166501,1320,31255,20000
682-0966,Jaric,3038,03/03/1945,"12,000",3,,,63,Ja,BM,75330,165960,1320,31255,20000
682-0966,Jaric,3039,03/03/1945,"12,000",3,1,21,71,Nein,Plot,75205,165884,1320,31255,20000
682-0966,Jaric,3040,03/03/1945,"12,000",3,1,21,73,Nein,Plot,75404,165201,1320,31255,20000
682-0966,Jaric,3041,03/03/1945,"12,000",3,1,21,51,Nein,Plot,75605,164518,1320,31255,20000
682-0966,Jaric,4038,03/03/1945,"12,000",3,1,21,32,Nein,Plot,72888,165242,1320,31255,20000
682-0966,Jaric,4039,03/03/1945,"12,000",3,1,21,35,Nein,Plot,73064,164639,1320,31255,20000
682-0966,Jaric,4054,03/03/1945,"12,000",3,1,21,47,Nein,Plot,75890,165574,1320,31255,20000
682-0966,Jaric,4055,03/03/1945,"12,000",3,1,21,78,Nein,Plot,75257,165545,1320,31255,20000
682-0966,Jaric,4056,03/03/1945,"12,000",3,1,21,100,Nein,Plot,74625,165515,1320,31255,20000
682-0966,Jaric,4057,03/03/1945,"12,000",3,1,21,85,Nein,Plot,73992,165486,1320,31255,20000
682-0966,Jaric,4058,03/03/1945,"12,000",3,1,21,55,Nein,Plot,73360,165457,1320,31255,20000
682-0966,Jaric,4062,03/03/1945,"12,000",3,1,21,59,Nein,Plot,75594,164793,1320,31255,20000
682-0968,Jaric,3017,03/03/1945,"6,750",2,1,21,33,Nein,Plot,74501,164198,742.5,31255,20000
682-0968,Jaric,3018,03/03/1945,"6,750",2,1,21,30,Nein,Plot,74951,164194,742.5,31255,20000
682-0968,Jaric,3034,03/03/1945,"6,750",2,1,21,36,Nein,Plot,75515,164955,742.5,31255,20000
682-0968,Jaric,3035,03/03/1945,"6,750",2,1,21,35,Nein,Plot,75565,165489,742.5,31255,20000
682-0985,ACIU,3012,03/09/1945,"7,000",2,1,21,34,Nein,Plot,73527,164912,770,31255,21000
682-0985,ACIU,3013,03/09/1945,"7,000",2,,,53,Ja,BM,73971,164867,770,31255,21000
682-0985,ACIU,3014,03/09/1945,"7,000",2,,,60,Ja,BM,74371,164734,770,31255,21000
682-0985,ACIU,3015,03/09/1945,"7,000",2,,,53,Ja,BM,74829,164615,770,31255,21000
682-0985,ACIU,3016,03/09/1945,"7,000",2,,,42,Ja,BM,75279,164690,770,31255,21000
682-0985,ACIU,3017,03/09/1945,"7,000",2,,,32,Ja,BM,75645,165012,770,31255,21000
682-0985,ACIU,3061,03/09/1945,"7,000",2,1,21,42,Nein,Plot,74678,166180,770,31255,21000
682-0985,ACIU,3062,03/09/1945,"7,000",2,1,21,57,Nein,Plot,74979,165708,770,31255,21000
682-0985,ACIU,3063,03/09/1945,"7,000",2,1,21,59,Nein,Plot,75123,165175,770,31255,21000
682-0985,ACIU,3064,03/09/1945,"7,000",2,1,21,42,Nein,Plot,75221,164623,770,31255,21000
682-0985,ACIU,4061,03/09/1945,"7,000",2,1,21,30,Nein,Plot,73469,165663,770,31255,21000
682-0985,ACIU,4062,03/09/1945,"7,000",2,1,21,45,Nein,Plot,73706,165176,770,31255,21000
682-0985,ACIU,4063,03/09/1945,"7,000",2,1,21,45,Nein,Plot,73931,164687,770,31255,21000
683-1025,ACIU,3002,03/09/1945,"7,170",2,,,56,Ja,BM,74926,165812,788.7,31255,22000
683-1025,ACIU,3003,03/09/1945,"7,170",2,,,70,Ja,BM,74775,164961,788.7,31255,22000
683-1025,ACIU,3004,03/09/1945,"7,170",2,,,31,Ja,BM,74763,164129,788.7,31255,22000
15SG-1294,Jaric,3004,03/10/1945,"10,000",2,1,23,58,Nein,Plot,73847,164672,1100,31255,20000
15SG-1294,Jaric,3005,03/10/1945,"10,000",2,1,23,96,Nein,Plot,74427,165371,1100,31255,20000
15SG-1294,Jaric,3006,03/10/1945,"10,000",2,1,23,58,Nein,Plot,75009,166071,1100,31255,20000
15SG-1294,Jaric,5001,03/10/1945,"40,000",2,1,23,31,Nein,Plot,73006,160747,4400,31255,20000
15SG-1294,Jaric,5002,03/10/1945,"40,000",2,1,23,100,Nein,Plot,77099,167167,4400,31255,20000
682-0989,Jaric,3006,03/10/1945,"9,000",2,1,21,40,Nein,Plot,73413,165022,990,31255,26000
682-0989,Jaric,3007,03/10/1945,"9,000",2,1,21,68,Nein,Plot,73951,165105,990,31255,26000
682-0989,Jaric,3008,03/10/1945,"9,000",2,1,21,94,Nein,Plot,74488,165187,990,31255,26000
682-0989,Jaric,3009,03/10/1945,"9,000",2,1,21,76,Nein,Plot,75027,165270,990,31255,26000
682-0989,Jaric,3010,03/10/1945,"9,000",2,1,21,48,Nein,Plot,75565,165351,990,31255,26000
682-0991,Jaric,3011,03/10/1945,"7,900",2,1,21,36,Nein,Plot,73918,164320,869,31255,24000
682-0991,Jaric,3012,03/10/1945,"7,900",2,1,21,41,Nein,Plot,74487,164216,869,31255,24000
682-0991,Jaric,3013,03/10/1945,"7,900",2,1,21,30,Nein,Plot,75056,164112,869,31255,24000
682-0991,Jaric,3017,03/10/1945,"7,900",2,1,21,67,Nein,Plot,75012,165510,869,31255,24000
682-0991,Jaric,3018,03/10/1945,"7,900",2,1,21,65,Nein,Plot,75114,165234,869,31255,24000
682-0991,Jaric,3019,03/10/1945,"7,900",2,1,21,57,Nein,Plot,75215,164958,869,31255,24000
682-0991,Jaric,3020,03/10/1945,"7,900",2,1,21,45,Nein,Plot,75317,164683,869,31255,24000
682-0991,Jaric,3021,03/10/1945,"7,900",2,1,21,32,Nein,Plot,75419,164406,869,31255,24000
682-0991,Jaric,4015,03/10/1945,"7,900",2,1,21,70,Nein,Plot,74207,165557,869,31255,24000
682-0991,Jaric,4016,03/10/1945,"7,900",2,1,21,80,Nein,Plot,74297,165231,869,31255,24000
682-0991,Jaric,4017,03/10/1945,"7,900",2,1,21,73,Nein,Plot,74387,164906,869,31255,24000
682-0991,Jaric,4018,03/10/1945,"7,900",2,1,21,59,Nein,Plot,74476,164579,869,31255,24000
682-0991,Jaric,4019,03/10/1945,"7,900",2,1,21,43,Nein,Plot,74565,164253,869,31255,24000
15SG-1321,Jaric,3001,03/15/1945,"8,000",2,1,23,36,Nein,Plot,73660,165975,880,31255,25000
15SG-1321,Jaric,3002,03/15/1945,"8,000",2,1,23,61,Nein,Plot,74368,165872,880,31255,25000
15SG-1321,Jaric,3003,03/15/1945,"8,000",2,1,23,57,Nein,Plot,75076,165769,880,31255,25000
15SG-1321,Jaric,3017,03/15/1945,"8,000",2,1,23,36,Nein,Plot,74172,166339,880,31255,25000
15SG-1321,Jaric,3018,03/15/1945,"8,000",2,1,23,58,Nein,Plot,74722,165955,880,31255,25000
15SG-1321,Jaric,3019,03/15/1945,"8,000",2,1,23,55,Nein,Plot,75272,165570,880,31255,25000
15SG-1321,Jaric,3020,03/15/1945,"8,000",2,1,23,30,Nein,Plot,75821,165186,880,31255,25000
15SG-1321,Jaric,4002,03/15/1945,"8,000",2,1,23,36,Nein,Plot,74326,164143,880,31255,25000
15SG-1321,Jaric,4018,03/15/1945,"8,000",2,1,23,38,Nein,Plot,73832,164430,880,31255,25000
15SG-1321,Jaric,4019,03/15/1945,"8,000",2,1,23,32,Nein,Plot,74441,164040,880,31255,25000
15SG-1321,Jaric,5001,03/15/1945,"49,000",2,1,23,100,Nein,Plot,75151,165824,5390,31255,25000
15SG-1321,Jaric,5003,03/15/1945,"49,000",2,1,23,56,Nein,Plot,76416,170181,5390,31255,25000
15SG-1321,Jaric,5004,03/15/1945,"49,000",2,1,23,100,Nein,Plot,75791,166409,5390,31255,25000
37-0154,Jaric,5043,03/15/1945,"40,000",2,1,23,89,Nein,Plot,77455,167404,4400,31255,20000
37-0157,Jaric,3052,03/16/1945,"11,000",1,1,23,50,Nein,Plot,74751,164069,1210,31255,22000
37-0157,Jaric,3053,03/16/1945,"11,000",1,1,23,85,Nein,Plot,74719,164783,1210,31255,22000
37-0157,Jaric,3054,03/16/1945,"11,000",1,1,23,97,Nein,Plot,74688,165496,1210,31255,22000
37-0157,Jaric,3055,03/16/1945,"11,000",1,1,23,62,Nein,Plot,74656,166210,1210,31255,22000
37-0157,Jaric,4071,03/16/1945,"11,000",1,1,23,41,Nein,Plot,75931,165423,1210,31255,22000
37-0157,Jaric,4072,03/16/1945,"11,000",1,1,23,77,Nein,Plot,75196,165424,1210,31255,22000
37-0157,Jaric,4073,03/16/1945,"11,000",1,1,23,100,Nein,Plot,74461,165424,1210,31255,22000
37-0157,Jaric,4074,03/16/1945,"11,000",1,1,23,68,Nein,Plot,73726,165425,1210,31255,22000
37-0157,Jaric,4075,03/16/1945,"11,000",1,1,23,31,Nein,Plot,72992,165425,1210,31255,22000
37-0157,Jaric,5029,03/16/1945,"44,000",1,1,23,100,Nein,Plot,75776,161964,4840,31255,22000
37-0157,Jaric,5030,03/16/1945,"44,000",1,1,23,100,Nein,Plot,75713,164781,4840,31255,22000
37-0157,Jaric,5031,03/16/1945,"44,000",1,1,23,100,Nein,Plot,75651,167599,4840,31255,22000
683-1046,Jaric,4168,03/16/1945,"7,700",2,1,21,58,Nein,Plot,75219,165408,847,31255,23000
683-1046,Jaric,4169,03/16/1945,"7,700",2,1,21,83,Nein,Plot,74589,165438,847,31255,23000
683-1046,Jaric,4170,03/16/1945,"7,700",2,1,21,60,Nein,Plot,73957,165469,847,31255,23000
683-1046,Jaric,4177,03/16/1945,"7,700",2,1,21,67,Nein,Plot,74985,165006,847,31255,23000
683-1046,Jaric,4178,03/16/1945,"7,700",2,1,21,41,Nein,Plot,75075,164386,847,31255,23000
680-0174,Jaric,3003,03/19/1945,"14,700",1,,,60,Ja,BM,75964,165281,1617,31255,25000
680-0174,Jaric,3004,03/19/1945,"14,700",1,1,21,50,Nein,Plot,75845,164302,1617,31255,25000
680-0174,Jaric,4003,03/19/1945,"14,700",1,1,21,57,Nein,Plot,73897,166570,1617,31255,25000
680-0174,Jaric,4004,03/19/1945,"14,700",1,1,21,81,Nein,Plot,73587,165434,1617,31255,25000
680-0174,Jaric,4005,03/19/1945,"14,700",1,1,21,52,Nein,Plot,73321,164289,1617,31255,25000
680-0174,Jaric,7001,03/19/1945,"49,000",1,1,23,52,Nein,Plot,75658,170488,5390,31255,25000
680-0174,Jaric,7002,03/19/1945,"49,000",1,1,23,100,Nein,Plot,74140,165208,5390,31255,25000
680-0174,Jaric,7003,03/19/1945,"49,000",1,1,23,32,Nein,Plot,71986,160141,5390,31255,25000
682-1019,Jaric,3011,03/19/1945,"9,000",1,1,21,53,Nein,Plot,75167,164577,990,31255,27000
682-1019,Jaric,3012,03/19/1945,"9,000",1,1,21,66,Nein,Plot,74423,164609,990,31255,27000
682-1019,Jaric,3013,03/19/1945,"9,000",1,1,21,46,Nein,Plot,73682,164683,990,31255,27000
682-1019,Jaric,4012,03/19/1945,"9,000",1,1,21,49,Nein,Plot,75010,166145,990,31255,27000
682-1019,Jaric,4013,03/19/1945,"9,000",1,1,21,50,Nein,Plot,74270,166205,990,31255,27000
683-1064,Jaric,3028,03/21/1945,"8,000",1,1,21,53,Nein,Plot,74020,164648,880,31255,24000
683-1064,Jaric,3029,03/21/1945,"8,000",1,1,21,71,Nein,Plot,74570,164803,880,31255,24000
683-1064,Jaric,3030,03/21/1945,"8,000",1,1,21,62,Nein,Plot,75119,164959,880,31255,24000
683-1064,Jaric,3031,03/21/1945,"8,000",1,1,21,37,Nein,Plot,75669,165115,880,31255,24000
683-1064,Jaric,4017,03/21/1945,"8,000",1,1,21,51,Nein,Plot,75382,165067,880,31255,24000
683-1064,Jaric,4018,03/21/1945,"8,000",1,1,21,73,Nein,Plot,74879,165018,880,31255,24000
683-1064,Jaric,4019,03/21/1945,"8,000",1,1,21,76,Nein,Plot,74377,164969,880,31255,24000
683-1064,Jaric,4020,03/21/1945,"8,000",1,1,21,55,Nein,Plot,73874,164920,880,31255,24000
683-1064,Jaric,4029,03/21/1945,"8,000",1,1,21,31,Nein,Plot,75060,164125,880,31255,24000
37-0187,Jaric,3007,03/22/1945,"12,500",2,1,23,38,Nein,Plot,74444,163663,1375,31255,25000
37-0187,Jaric,3008,03/22/1945,"12,500",2,1,23,57,Nein,Plot,73878,164233,1375,31255,25000
37-0187,Jaric,3009,03/22/1945,"12,500",2,1,23,52,Nein,Plot,73312,164803,1375,31255,25000
37-0187,Jaric,4008,03/22/1945,"12,500",2,1,23,48,Nein,Plot,75786,165943,1375,31255,25000
37-0187,Jaric,4009,03/22/1945,"12,500",2,1,23,47,Nein,Plot,75234,166512,1375,31255,25000
37-0187,Jaric,5001,03/22/1945,"50,000",2,1,23,59,Nein,Plot,78797,162073,5500,31255,25000
37-0187,Jaric,5002,03/22/1945,"50,000",2,1,23,100,Nein,Plot,74459,166122,5500,31255,25000
37-0189,Jaric,5030,03/22/1945,"50,000",2,1,23,100,Nein,Plot,72026,168322,5500,31255,25000
37-0197,F-14841,3013,03/24/1945,"11,500",2,1,23,60,Nein,Plot,74648,164200,1265,31255,23000
37-0197,F-14841,3014,03/24/1945,"11,500",2,1,23,96,Nein,Plot,74403,164956,1265,31255,23000
37-0197,F-14841,3015,03/24/1945,"11,500",2,1,23,83,Nein,Plot,74159,165712,1265,31255,23000
37-0197,F-14841,3016,03/24/1945,"11,500",2,1,23,44,Nein,Plot,73915,166469,1265,31255,23000
37-0197,F-14841,4004,03/24/1945,"11,500",2,1,23,39,Nein,Plot,75596,166311,1265,31255,23000
